,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
6877,1,MANHATTAN VALLEY         ,07  RENTALS - WALKUP APARTMENTS             ,1848,5,C4,315 WEST 114 STREET                      ,10026,10,0,10,2018,8125,1900,349622,2017-05-25
6878,1,MANHATTAN VALLEY         ,07  RENTALS - WALKUP APARTMENTS             ,1848,11,C4,303 WEST 114 STREET                      ,10026,10,0,10,2018,8125,1900,0,2016-11-22
6879,1,MANHATTAN VALLEY         ,07  RENTALS - WALKUP APARTMENTS             ,1848,12,C7,2111 FREDRICK DOUGLASS BL                ,10026,13,1,14,2542,11795,1900,622843,2017-05-25
6880,1,MANHATTAN VALLEY         ,08  RENTALS - ELEVATOR APARTMENTS           ,1842,53,D1,60 WEST 107 STREET                       ,10025,25,0,25,4920,25144,1940,38250000,2017-05-10
6881,1,MANHATTAN VALLEY         ,08  RENTALS - ELEVATOR APARTMENTS           ,1842,55,D1,64 WEST 107 STREET                       ,10025,25,0,25,4920,25144,1940,0,2017-05-10
6882,1,MANHATTAN VALLEY         ,08  RENTALS - ELEVATOR APARTMENTS           ,1842,57,D1,66 WEST 107 STREET                       ,10025,25,0,25,4920,25144,1940,0,2017-05-10
6883,1,MANHATTAN VALLEY         ,08  RENTALS - ELEVATOR APARTMENTS           ,1842,59,D1,68 WEST 107 STREET                       ,10025,25,0,25,4920,25144,1940,12750000,2017-05-10
6884,1,MANHATTAN VALLEY         ,08  RENTALS - ELEVATOR APARTMENTS           ,1843,22,D1,15 WEST 107 STREET                       ,10025,30,0,30,7569,31818,1905,17052000,2017-05-11
7087,1,MANHATTAN-UNKNOWN        ,01  ONE FAMILY DWELLINGS                    ,1528,127,A4,248 EAST 83RD   STREET                   ,10028,1,0,1,851,3200,1901,0,2016-12-01
7088,1,MANHATTAN-UNKNOWN        ,02  TWO FAMILY DWELLINGS                    ,1528,128,B9,246 EAST 83RD   STREET                   ,10028,2,0,2,851,1998,1901,0,2016-12-01
7089,1,MANHATTAN-UNKNOWN        ,14  RENTALS - 4-10 UNIT                     ,1528,25,S3,1591 SECOND AVENUE                       ,10028,3,1,4,2596,10400,1920,0,2016-12-01
7090,1,MANHATTAN-UNKNOWN        ,14  RENTALS - 4-10 UNIT                     ,1528,26,S9,1593 2 AVENUE                            ,10028,5,2,7,2593,6504,1920,0,2016-12-01
7091,1,MANHATTAN-UNKNOWN        ,14  RENTALS - 4-10 UNIT                     ,1528,27,S9,1595 2 AVENUE                            ,10028,6,2,8,1742,5140,1910,0,2016-12-01
7092,1,MANHATTAN-UNKNOWN        ,26  OTHER HOTELS                            ,929,135,H8,332 1 AVENUE                             ,10010,0,254,254,4200,33771,2015,0,2016-11-03
7093,1,MANHATTAN-UNKNOWN        ,26  OTHER HOTELS                            ,929,135,H8,332 1 AVENUE                             ,10010,0,254,254,4200,33771,2015,0,2016-11-03
7099,1,MANHATTAN-UNKNOWN        ,37  RELIGIOUS FACILITIES                    ,799,25,M1,125 WEST 23RD   STREET                   ,10011,0,1,1,12343,21183,1920,50350000,2016-11-03
7100,1,MANHATTAN-UNKNOWN        ,37  RELIGIOUS FACILITIES                    ,799,51,M3,116 WEST 24TH   STREET                   ,10011,0,1,1,1500,5184,1920,0,2016-11-03
7101,1,MANHATTAN-UNKNOWN        ,38  ASYLUMS AND HOMES                       ,799,53,N2,120 WEST 24TH   STREET                   ,10011,0,1,1,1656,6171,1920,0,2016-11-03
7258,1,MIDTOWN CBD              ,14  RENTALS - 4-10 UNIT                     ,1300,145,S4,152 EAST 46TH STREET                     ,10017,4,1,5,1506,4830,1925,0,2016-11-17
7263,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1275,59,O4,292 MADISON AVENUE                       ,10017,0,26,26,9250,170230,1923,90000000,2016-10-07
7264,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1275,59,O4,292 MADISON AVENUE                       ,10017,0,26,26,9250,170230,1923,90000000,2016-10-07
7265,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1277,14,O4,330 MADISON AVENUE                       ,10017,0,49,49,33160,733001,1965,0,2017-07-19
7266,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1287,10,O2,11 EAST 51ST   STREET                    ,10022,0,1,1,2761,13349,1915,30000000,2017-08-11
7267,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1291,21,O6,551 MADISON AVENUE                       ,10022,0,1,1,7541,125495,1922,155000000,2017-01-19
7268,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1301,1,O4,245 PARK AVENUE                          ,10167,0,35,35,81336,1586876,1966,2210000000,2017-05-05
7269,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1301,23,O4,485 LEXINGTON AVENUE                     ,10017,0,30,30,46141,743789,1957,0,2017-01-11
7270,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1309,66,O6,110 EAST 55TH   STREET                   ,10022,0,19,19,5658,73000,1985,0,2017-02-16
7271,1,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,1312,24,O6,145 EAST 57TH   STREET                   ,10022,0,12,12,5020,58458,1926,62750000,2016-10-06
7272,1,MIDTOWN CBD              ,22  STORE BUILDINGS                         ,1287,61,K4,14 EAST 52ND   STREET                    ,10022,0,1,1,3015,21776,1930,36000000,2017-09-18
7273,1,MIDTOWN CBD              ,22  STORE BUILDINGS                         ,1289,107,K2,7 EAST 53RD   STREET                     ,10022,0,2,2,2108,5460,1940,15250000,2017-01-26
7274,1,MIDTOWN CBD              ,22  STORE BUILDINGS                         ,1292,69,K4,727 5TH AVENUE                           ,10022,0,1,1,10677,119867,1940,131667000,2017-02-01
7275,1,MIDTOWN CBD              ,22  STORE BUILDINGS                         ,1300,26,K4,141 EAST 45TH   STREET                   ,10017,0,4,4,2008,5468,1926,7500000,2017-05-03
7293,1,MIDTOWN EAST             ,01  ONE FAMILY DWELLINGS                    ,1322,8,A4,213 EAST 48TH   STREET                   ,10017,1,0,1,1665,3060,1899,5000000,2017-02-15
7294,1,MIDTOWN EAST             ,01  ONE FAMILY DWELLINGS                    ,1326,18,A4,243 EAST 52ND STREET                     ,10022,1,0,1,1506,3960,1899,0,2017-07-10
7295,1,MIDTOWN EAST             ,01  ONE FAMILY DWELLINGS                    ,1326,18,A4,243 EAST 52ND   STREET                   ,10022,1,0,1,1506,3960,1899,5200000,2016-12-09
7296,1,MIDTOWN EAST             ,02  TWO FAMILY DWELLINGS                    ,1322,115,B9,235 EAST 48TH   STREET                   ,10017,2,0,2,2008,4800,1899,7000000,2017-05-25
7297,1,MIDTOWN EAST             ,02  TWO FAMILY DWELLINGS                    ,1344,46,S2,310 EAST 52ND   STREET                   ,10022,2,1,3,2008,4560,1900,0,2017-02-24
7298,1,MIDTOWN EAST             ,02  TWO FAMILY DWELLINGS                    ,1344,46,S2,310 EAST 52ND   STREET                   ,10022,2,1,3,2008,4560,1900,0,2017-02-21
7299,1,MIDTOWN EAST             ,02  TWO FAMILY DWELLINGS                    ,1344,106,S2,313 EAST 51ST STREET                     ,10022,2,1,3,1883,6960,1939,0,2017-05-10
7300,1,MIDTOWN EAST             ,02  TWO FAMILY DWELLINGS                    ,1372,66,B1,31 SUTTON PLACE                          ,10022,2,0,2,1250,2880,1899,0,2016-11-30
7301,1,MIDTOWN EAST             ,03  THREE FAMILY DWELLINGS                  ,1323,120,C0,247 EAST 49TH STREET                     ,10017,3,0,3,1808,3168,1899,0,2016-10-18
7302,1,MIDTOWN EAST             ,03  THREE FAMILY DWELLINGS                  ,1344,45,C0,312 EAST 52ND STREET                     ,10022,3,0,3,1908,4500,1910,5700000,2016-12-22
7303,1,MIDTOWN EAST             ,03  THREE FAMILY DWELLINGS                  ,1370,105,C0,409 EAST 58TH   STREET                   ,10022,3,0,3,1674,3200,1899,4500000,2016-12-15
7304,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1318,30,C7,839 2 AVENUE                             ,10017,9,2,11,1906,6025,1900,0,2017-04-05
7305,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1319,30,C4,244 EAST 46TH STREET                     ,10017,12,1,13,2510,9145,1900,7250000,2016-10-27
7308,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1343,34,C5,346 EAST 51ST   STREET                   ,10022,7,0,7,2008,5312,1920,5500000,2017-06-13
7309,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1344,47,C3,308 EAST 52ND STREET                     ,10022,4,0,4,1907,3952,1950,4625000,2016-11-01
7310,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1346,26,C7,971 1 AVENUE                             ,10022,18,3,21,3800,14875,1918,0,2016-10-27
7311,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1346,26,C7,971 1 AVENUE                             ,10022,18,3,21,3800,14875,1918,0,2016-10-27
7312,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1350,27,C7,1057 1 AVENUE                            ,10022,16,2,18,1856,7370,1930,2950000,2017-08-01
7313,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,34,C4,430 EAST 58TH   STREET                   ,10022,9,0,9,1933,7260,1900,0,2017-03-16
7314,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,34,C4,430 EAST 58TH   STREET                   ,10022,9,0,9,1933,7260,1900,0,2017-03-16
7315,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,35,C4,428 EAST 58TH   STREET                   ,10022,8,1,9,2058,4960,1900,0,2017-03-16
7316,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,35,C4,428 EAST 58TH   STREET                   ,10022,8,1,9,2058,4960,1900,86000000,2017-03-16
7317,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,133,C4,432 EAST 58TH   STREET                   ,10022,5,0,5,2033,7635,1910,0,2017-03-16
7318,1,MIDTOWN EAST             ,07  RENTALS - WALKUP APARTMENTS             ,1369,133,C4,432 EAST 58TH   STREET                   ,10022,5,0,5,2033,7635,1910,0,2017-03-16
7319,1,MIDTOWN EAST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1332,46,D6,987 3 AVENUE                             ,10022,67,1,68,2109,143370,2016,0,2017-02-06
7320,1,MIDTOWN EAST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1332,47,D6,985 3 AVENUE                             ,10022,67,1,68,2109,143370,2016,0,2017-02-06
7321,1,MIDTOWN EAST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1347,42,D1,316 EAST 55TH   STREET                   ,10022,41,0,41,5021,25040,1958,16975000,2017-07-12
7322,1,MIDTOWN EAST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1366,39,D3,412 EAST 55TH   STREET                   ,10022,86,1,87,10041,89400,1956,0,2016-12-01
7323,1,MIDTOWN EAST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1368,1,D1,1026 1 AVENUE                            ,10022,259,10,269,18450,290482,1931,0,2016-10-11
7655,1,MIDTOWN EAST             ,10  COOPS - ELEVATOR APARTMENTS             ,1341,44,D4,310 EAST 49TH STREET                     ,10017,102,0,102,7531,60043,1959,318000,2017-04-12
8468,1,MIDTOWN EAST             ,14  RENTALS - 4-10 UNIT                     ,1325,28,S3,973 2 AVENUE                             ,10022,3,1,4,1400,4640,1901,5500000,2016-12-23
8469,1,MIDTOWN EAST             ,14  RENTALS - 4-10 UNIT                     ,1345,40,S9,328 EAST 53RD   STREET                   ,10022,6,2,8,2352,5275,1900,0,2017-08-08
8508,1,MIDTOWN EAST             ,21  OFFICE BUILDINGS                        ,1336,30,O3,777 FIRST AVENUE                         ,10017,0,1,1,5041,67177,1963,0,2016-12-01
8509,1,MIDTOWN EAST             ,22  STORE BUILDINGS                         ,1324,21,K9,249 EAST 50 STREET                       ,10022,0,1,1,5524,1,1910,1120000,2016-12-22
8510,1,MIDTOWN EAST             ,22  STORE BUILDINGS                         ,1324,21,K9,249 EAST 50TH STREET                     ,10022,0,1,1,5524,1,1910,1500000,2016-12-22
8511,1,MIDTOWN EAST             ,22  STORE BUILDINGS                         ,1324,27,K4,955 2 AVENUE                             ,10022,0,1,1,1600,3450,1910,0,2017-04-05
8512,1,MIDTOWN EAST             ,22  STORE BUILDINGS                         ,1326,30,K4,244 EAST 53RD   STREET                   ,10022,1,2,3,1895,3350,1900,5500000,2017-04-10
8513,1,MIDTOWN EAST             ,22  STORE BUILDINGS                         ,1331,30,K4,240 EAST 58TH   STREET                   ,10022,2,1,3,2008,5720,1904,0,2017-06-21
8695,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1009,16,C7,129 WEST 56TH STREET                     ,10019,8,1,9,2092,8180,1920,0,2016-12-13
8696,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1018,54,C7,250 WEST 47 STREET                       ,10036,12,1,13,2510,9175,1910,0,2017-05-01
8697,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1018,54,C7,250 WEST 47TH   STREET                   ,10036,12,1,13,2510,9175,1910,0,2017-05-01
8698,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1026,35,C7,854 7 AVENUE                             ,10019,9,2,11,2500,11619,1909,8250000,2017-01-31
8699,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1036,45,C7,328 WEST 46TH   STREET                   ,10036,12,2,14,4017,7316,1920,12500000,2017-01-27
8700,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1036,157,C7,360 WEST 46TH   STREET                   ,10036,12,1,13,1682,2752,1920,0,2016-12-30
8701,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1036,162,C4,372 WEST 46TH   STREET                   ,10036,5,2,7,1116,3480,1920,0,2016-12-30
8702,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1038,52,C1,340 WEST 48TH   STREET                   ,10036,15,0,15,2510,7497,1920,0,2017-09-21
8703,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1038,52,C1,340 WEST 48TH   STREET                   ,10036,15,0,15,2510,7497,1920,0,2017-04-18
8704,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1039,62,C7,714 9TH AVENUE                           ,10019,16,1,17,2278,9805,1920,12075000,2017-04-21
8705,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1041,3,C7,746 NINTH AVENUE                         ,10019,16,2,18,2500,9725,1920,10,2016-10-06
8706,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1041,63,C7,752 NINTH AVENUE                         ,10019,14,2,16,2510,10250,1920,10,2016-10-06
8707,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1042,60,C7,366 WEST 52ND   STREET                   ,10019,15,2,17,2510,11500,1920,0,2017-03-22
8708,1,MIDTOWN WEST             ,07  RENTALS - WALKUP APARTMENTS             ,1042,61,C7,370 WEST 52ND   STREET                   ,10019,27,2,29,2510,9764,1910,0,2017-03-22
8709,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1026,29,D6,201 WEST 54TH STREET                     ,10019,23,4,27,5042,25248,1910,62390625,2017-01-05
8710,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1029,14,D8,1780 BROADWAY                            ,10019,233,1,234,15605,533600,2014,0,2016-12-16
8711,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1029,19,D8,219 WEST 57TH   STREET                   ,10019,233,2,235,10040,316287,2013,0,2016-12-16
8712,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1029,43,D8,216 WEST 58TH   STREET                   ,10019,233,1,234,11055,348263,2013,0,2016-12-16
8713,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1029,47,D3,226 WEST 58TH   STREET                   ,10019,233,0,233,2025,63000,2013,0,2016-12-16
8714,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1029,50,D3,232 WEST 58TH   STREET                   ,10019,233,0,233,2075,24159,2015,0,2016-12-16
8715,1,MIDTOWN WEST             ,08  RENTALS - ELEVATOR APARTMENTS           ,1045,6,D6,351-355 WEST 54TH STREET                 ,10019,33,2,35,6387,34810,2014,34000000,2017-06-05
9340,1,MIDTOWN WEST             ,14  RENTALS - 4-10 UNIT                     ,1036,161,S3,370 WEST 46TH   STREET                   ,10036,3,1,4,1116,3480,1920,0,2016-12-30
9367,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1000,58,O5,162 WEST 48TH   STREET                   ,10105,0,2,2,3414,9300,1930,10,2016-12-14
9368,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1025,54,O6,250 WEST 54TH   STREET                   ,10019,0,59,59,11750,134441,1911,83126000,2017-02-09
9369,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1026,21,O5,1706-1720 BROADWAY                       ,10019,0,2,2,8848,52150,1918,268124175,2017-01-05
9370,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1026,31,O5,846 7 AVENUE                             ,10019,0,4,4,2500,7392,1910,30937500,2017-01-05
9371,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1037,109,O5,353 WEST 46TH   STREET                   ,10036,1,2,3,1968,4043,1920,8171775,2017-08-17
9372,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1260,28,O6,15 WEST 44TH   STREET                    ,10036,0,14,14,7532,52851,1914,68000000,2017-05-18
9373,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1260,64,O6,56 WEST 45TH   STREET                    ,10036,0,62,62,4016,58538,1914,50000000,2017-01-05
9374,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1262,41,O6,576 5 AVENUE                             ,10036,0,1,1,5041,57352,1907,0,2016-10-11
9375,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1263,1,O5,1200 AVENUE OF THE AMER                  ,10036,0,42,42,2900,21600,1960,43100000,2017-04-14
9376,1,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,1263,1,O5,1200 AVENUE OF THE AMERIC                ,10036,0,42,42,2900,21600,1960,0,2017-03-01
